0,1.035549,1.031538
1,0.959249,0.955586
2,0.888648,0.885262
3,0.823241,0.820224
4,0.762678,0.759893
5,0.706585,0.704125
6,0.654682,0.652512
7,0.606623,0.604654
8,0.562233,0.560532
9,0.521091,0.51962
10,0.482996,0.481721
11,0.447776,0.446709
12,0.415184,0.414266
13,0.385052,0.384437
14,0.357141,0.356732
15,0.331272,0.331212
16,0.307354,0.307561
17,0.285248,0.285618
18,0.264738,0.265295
19,0.245839,0.246506
20,0.228353,0.229118
21,0.212174,0.21302
22,0.197127,0.198195
23,0.183273,0.184571
24,0.170412,0.171905
25,0.158528,0.16037
26,0.147515,0.149783
27,0.137344,0.139946
28,0.127956,0.130885
29,0.119255,0.122605
30,0.111215,0.114934
31,0.103837,0.107901
32,0.096962,0.101513
33,0.090588,0.095478
34,0.084739,0.089989
35,0.079338,0.084951
36,0.074392,0.080337
37,0.069795,0.075975
38,0.065615,0.072187
39,0.061723,0.068487
40,0.058194,0.065379
41,0.054894,0.062373
42,0.051905,0.059749
43,0.049167,0.057468
44,0.046676,0.055347
45,0.044311,0.053327
46,0.042204,0.051594
47,0.040278,0.050135
48,0.038561,0.048768
49,0.036943,0.047513
50,0.035494,0.046414
51,0.03415,0.045419
52,0.032895,0.044335
53,0.031783,0.043601
54,0.030714,0.042828
55,0.029706,0.042147
56,0.028748,0.041554
57,0.028013,0.041046
58,0.027241,0.040481
59,0.026603,0.040025
60,0.025806,0.039542
61,0.025293,0.039251
62,0.024724,0.038906
63,0.024269,0.038633
64,0.023745,0.038441
65,0.023319,0.038236
66,0.022948,0.038032
67,0.022642,0.037926
68,0.022315,0.03766
69,0.02195,0.037528
70,0.021706,0.037376
71,0.021286,0.03705
72,0.020924,0.03675
73,0.020556,0.036505
74,0.020342,0.036371
75,0.020116,0.036239
76,0.019836,0.036116
77,0.019633,0.036025
78,0.019345,0.035836
79,0.019209,0.035818
80,0.018989,0.035747
81,0.018829,0.035661
82,0.018703,0.035528
83,0.018539,0.035429
84,0.018422,0.035425
85,0.018326,0.035396
86,0.018212,0.035341
87,0.018146,0.035323
88,0.018006,0.035287
89,0.017924,0.035235
90,0.017817,0.035204
91,0.017759,0.035156
92,0.017727,0.035103
93,0.017639,0.035056
94,0.017613,0.035023
95,0.017492,0.034941
96,0.017453,0.034902
97,0.017395,0.034881
98,0.017359,0.034836
99,0.017271,0.034795
100,0.017212,0.034757
101,0.017103,0.034746
102,0.017081,0.034737
103,0.017016,0.034715
104,0.016993,0.034709
105,0.016924,0.034626
106,0.01684,0.034565
107,0.016828,0.034557
108,0.016773,0.03451
109,0.016685,0.034459
110,0.016617,0.034422
111,0.016596,0.034404
112,0.016554,0.034384
113,0.016502,0.034364
114,0.016463,0.034351
115,0.016436,0.034377
116,0.01642,0.034367
117,0.016386,0.034363
118,0.016356,0.034353
119,0.016278,0.034306
120,0.016265,0.0343
121,0.016211,0.034234
122,0.016175,0.034223
123,0.016132,0.034199
124,0.01607,0.034125
125,0.01601,0.034102
126,0.015954,0.03404
127,0.015923,0.034017
128,0.0159,0.034011
129,0.015883,0.033993
130,0.015814,0.033935
131,0.01577,0.033898
132,0.015754,0.033889
133,0.01569,0.03386
134,0.015672,0.033854
135,0.015624,0.033811
136,0.015615,0.033797
137,0.015566,0.03378
138,0.015529,0.033743
139,0.015471,0.033733
140,0.015422,0.033696
141,0.015393,0.033689
142,0.01538,0.033691
143,0.015367,0.03369
144,0.015293,0.033641
145,0.01525,0.033618
146,0.0152,0.033588
147,0.015182,0.033572
148,0.01513,0.033551
149,0.015112,0.033542
150,0.015095,0.033539
151,0.015068,0.033541
152,0.014985,0.033498
153,0.01498,0.033487
154,0.01496,0.033497
155,0.014951,0.033495
156,0.014884,0.033455
157,0.014866,0.033459
158,0.014861,0.033453
159,0.01485,0.033451
160,0.014816,0.033421
161,0.014801,0.033412
162,0.014769,0.033401
163,0.014717,0.033391
164,0.01466,0.033365
165,0.014607,0.033352
166,0.014551,0.033331
167,0.014538,0.033329
168,0.014514,0.033322
169,0.014491,0.033314
170,0.014379,0.033264
171,0.01437,0.033269
172,0.014299,0.033214
173,0.014244,0.033195
174,0.014207,0.033176
175,0.014179,0.033162
176,0.014115,0.033146
177,0.014105,0.033138
178,0.014081,0.033129
179,0.013967,0.033099
180,0.013888,0.033071
181,0.013863,0.033056
182,0.01382,0.033042
183,0.013802,0.033036
184,0.013716,0.032998
185,0.013683,0.03298
186,0.013676,0.032978
187,0.013669,0.032964
188,0.013608,0.032939
189,0.013585,0.032918
190,0.013523,0.032895
191,0.013422,0.032863
192,0.013357,0.032825
193,0.013337,0.032822
194,0.013327,0.032821
195,0.0133,0.032829
196,0.013284,0.032831
197,0.013245,0.032777
198,0.013187,0.032746
199,0.013175,0.032733
200,0.013152,0.03273
201,0.013139,0.032728
202,0.01309,0.032699
203,0.013061,0.032687
204,0.013031,0.032681
205,0.012976,0.032661
206,0.012931,0.032675
207,0.012907,0.032672
208,0.012881,0.032677
209,0.012813,0.032651
210,0.012763,0.032643
211,0.012745,0.032622
212,0.012715,0.032603
213,0.012705,0.0326
214,0.01264,0.032584
215,0.012614,0.032561
216,0.012554,0.032539
217,0.012549,0.032537
218,0.012503,0.032518
219,0.012491,0.032513
220,0.012475,0.032507
221,0.012466,0.032504
222,0.012438,0.032482
223,0.012412,0.032476
224,0.012408,0.032475
225,0.012388,0.032461
226,0.012359,0.032451
227,0.012293,0.032415
228,0.012246,0.032396
229,0.012188,0.032364
230,0.012154,0.032353
231,0.012068,0.03236
232,0.012064,0.032356
233,0.011994,0.032332
234,0.011985,0.032328
235,0.011953,0.032321
236,0.011921,0.032277
237,0.01189,0.032277
238,0.011873,0.03227
239,0.011833,0.03226
240,0.011816,0.032259
241,0.011796,0.032253
242,0.01178,0.032246
243,0.011771,0.032241
244,0.01175,0.032234
245,0.011728,0.032237
246,0.011719,0.032229
247,0.011715,0.032228
248,0.011696,0.032222
249,0.011664,0.032234
250,0.011636,0.03223
251,0.011523,0.032202
252,0.01152,0.032201
253,0.011502,0.032181
254,0.011472,0.032172
255,0.011436,0.032156
256,0.01139,0.032142
257,0.011335,0.032132
258,0.011309,0.032124
259,0.011292,0.032121
260,0.011268,0.03212
261,0.011251,0.032113
262,0.011235,0.032108
263,0.011166,0.032106
264,0.011127,0.032093
265,0.011071,0.032075
266,0.011069,0.032075
267,0.011055,0.032071
268,0.011051,0.032069
269,0.011034,0.032058
270,0.010959,0.032036
271,0.010946,0.032035
272,0.010928,0.032029
273,0.010927,0.032029
274,0.010923,0.032037
275,0.010836,0.031984
276,0.010811,0.031977
277,0.010809,0.031977
278,0.010775,0.031946
279,0.010725,0.031946
280,0.010705,0.03194
281,0.010686,0.031937
282,0.010621,0.031922
283,0.010585,0.031921
284,0.010541,0.031901
285,0.010535,0.031898
286,0.010473,0.031878
287,0.010458,0.031871
288,0.010419,0.031854
289,0.010377,0.031831
290,0.010314,0.031814
291,0.010293,0.031806
292,0.01028,0.031802
293,0.010279,0.031802
294,0.01023,0.031794
295,0.010223,0.031786
296,0.010194,0.03175
297,0.010148,0.031739
298,0.010147,0.031738
299,0.010134,0.031738
300,0.010097,0.031728
301,0.010088,0.031726
302,0.010058,0.031729
303,0.010014,0.031715
